id,symbol,start_date,end_date,start_price,end_price,return_pct,market_cap_at_start,sector,industry,peak_date,peak_price,peak_return_pct,52w_low_before,accumulation_distribution_ratio,accumulation_signal,avg_vix,buy_signals,daily_volatility_pct,days_below_10,days_below_20,days_from_start_to_buy_signal,entry_price,first_buy_signal_date,first_buy_signal_price,first_price_breakout_date,first_price_breakout_type,first_volume_breakout_date,first_volume_breakout_ratio,fmp_data_available,institutional_pct,max_daily_move_6m_pct,monthly_prices_prior,pct_above_52w_low,price_breakout_days,prior_year_trend_pct,return_from_buy_signal_to_peak_pct,short_pct_of_float,spy_return_same_period,volume_breakout_days,volume_ratio_3m_vs_12m
15,CLSK,2023-03-27,2024-03-27,2.58,23.11,795.74,659842516.0,Financial Services,Capital Markets,2024-03-25,23.4,806.98,1.78,1.09,No,15.25,"[{""date"": ""2024-02-09"", ""volume_ratio"": 3.42, ""price_breakout_type"": ""52w_high"", ""price"": 13.95}, {""date"": ""2024-02-09"", ""volume_ratio"": 3.42, ""price_breakout_type"": ""52w_high"", ""price"": 13.95}]",6.2566,238,250,319,2.69,2024-02-09,13.95,2023-10-17,ma200_cross,2023-04-13,3.3,No,0.8948,18.49,"{""M01"": 2.566, ""M02"": 3.2061, ""M03"": 4.3634, ""M04"": 9.486, ""M05"": 5.9733, ""M06"": 4.851, ""M07"": 4.2917, ""M08"": 4.8387, ""M09"": 3.7967, ""M10"": 3.1805, ""M11"": 2.5321, ""M12"": 2.0533}",51.12,"[{""date"": ""2023-10-17"", ""type"": ""ma200_cross"", ""price"": 4.17}, {""date"": ""2023-10-23"", ""type"": ""ma200_cross"", ""price"": 4.255}, {""date"": ""2023-11-20"", ""type"": ""ma200_cross"", ""price"": 4.59}, {""date"": ""2023-12-01"", ""type"": ""52w_high"", ""price"": 7.64}, {""date"": ""2023-12-08"", ""type"": ""52w_high"", ""price"": 10.34}, {""date"": ""2023-12-14"", ""type"": ""52w_high"", ""price"": 10.92}, {""date"": ""2023-12-21"", ""type"": ""52w_high"", ""price"": 11.53}, {""date"": ""2023-12-27"", ""type"": ""52w_high"", ""price"": 13.43}, {""date"": ""2024-02-09"", ""type"": ""52w_high"", ""price"": 13.95}, {""date"": ""2024-02-14"", ""type"": ""52w_high"", ""price"": 17.85}]",-76.5,67.74,0.4625,32.75,"[{""date"": ""2023-04-13"", ""volume_ratio"": 3.3, ""price"": 3.94, ""change_pct"": 20.86}, {""date"": ""2024-02-09"", ""volume_ratio"": 3.42, ""price"": 13.95, ""change_pct"": 32.86}]",1.54
35,MARA,2022-12-27,2023-12-28,3.24,28.11,767.59,1235079135.0,Financial Services,Capital Markets,2023-12-27,31.07,858.95,3.62,0.5,No,16.98,[],7.4578,74,173,,3.62,,,2023-07-13,52w_high,2023-01-13,3.1,No,0.63648,32.17,"{""M01"": 26.482, ""M02"": 25.0821, ""M03"": 26.3165, ""M04"": 21.328, ""M05"": 11.7948, ""M06"": 7.391, ""M07"": 9.6645, ""M08"": 14.1313, ""M09"": 11.4205, ""M10"": 12.0519, ""M11"": 8.6019, ""M12"": 11.7227}",0.0,"[{""date"": ""2023-07-13"", ""type"": ""52w_high"", ""price"": 19.3}, {""date"": ""2023-11-20"", ""type"": ""ma200_cross"", ""price"": 10.64}, {""date"": ""2023-11-22"", ""type"": ""ma200_cross"", ""price"": 10.92}, {""date"": ""2023-12-18"", ""type"": ""52w_high"", ""price"": 19.88}]",-83.17,,0.3532,26.84,"[{""date"": ""2023-01-13"", ""volume_ratio"": 3.1, ""price"": 7.68, ""change_pct"": 9.25}]",1.16
47,PSKY,2020-03-20,2021-03-22,10.3242,89.0016,762.07,11229353287.0,Communication Services,Entertainment,2021-03-22,89.0016,762.07,10.5312,0.31,No,28.62,[],2.8106,0,13,,10.8848,,,2021-01-11,52w_high,,,No,0.30993,18.48,"{""M01"": 32.9566, ""M02"": 26.755, ""M03"": 23.4597, ""M04"": 42.707, ""M05"": 40.669, ""M06"": 41.2532, ""M07"": 43.6318, ""M08"": 38.3749, ""M09"": 35.8837, ""M10"": 31.558, ""M11"": 32.6004, ""M12"": 34.1511}",3.36,"[{""date"": ""2021-01-11"", ""type"": ""52w_high"", ""price"": 36.3189}, {""date"": ""2021-01-25"", ""type"": ""52w_high"", ""price"": 42.2011}, {""date"": ""2021-02-10"", ""type"": ""52w_high"", ""price"": 50.038}, {""date"": ""2021-03-01"", ""type"": ""52w_high"", ""price"": 59.3787}, {""date"": ""2021-03-11"", ""type"": ""52w_high"", ""price"": 76.3175}, {""date"": ""2021-03-18"", ""type"": ""52w_high"", ""price"": 85.8261}]",-57.69,,0.1673,72.96,[],1.95
71,ZM,2019-10-18,2020-10-19,66.08,568.34,760.08,17580218842.0,Technology,Software - Application,2020-10-19,568.34,760.08,62.0,0.6,No,26.82,[],4.0885,0,0,,67.03,,,2020-04-23,52w_high,2020-02-03,4.44,Yes,0.83466005,18.41,"{""M04"": 66.47, ""M05"": 78.7086, ""M06"": 92.489, ""M07"": 94.3368, ""M08"": 92.4555, ""M09"": 82.776, ""M10"": 72.7269}",8.11,"[{""date"": ""2020-04-23"", ""type"": ""52w_high"", ""price"": 169.09}, {""date"": ""2020-05-15"", ""type"": ""52w_high"", ""price"": 174.83}, {""date"": ""2020-05-20"", ""type"": ""52w_high"", ""price"": 175.48}, {""date"": ""2020-05-29"", ""type"": ""52w_high"", ""price"": 179.48}, {""date"": ""2020-06-15"", ""type"": ""52w_high"", ""price"": 239.02}, {""date"": ""2020-06-19"", ""type"": ""52w_high"", ""price"": 243.48}, {""date"": ""2020-07-02"", ""type"": ""52w_high"", ""price"": 261.74}, {""date"": ""2020-07-07"", ""type"": ""52w_high"", ""price"": 262.1}, {""date"": ""2020-08-18"", ""type"": ""52w_high"", ""price"": 276.8}, {""date"": ""2020-08-20"", ""type"": ""52w_high"", ""price"": 290.69}]",3.46,,0.0274,18.81,"[{""date"": ""2020-02-03"", ""volume_ratio"": 4.44, ""price"": 87.66, ""change_pct"": 14.89}, {""date"": ""2020-03-05"", ""volume_ratio"": 3.19, ""price"": 125.0, ""change_pct"": 7.02}, {""date"": ""2020-08-31"", ""volume_ratio"": 3.61, ""price"": 325.1, ""change_pct"": 8.63}, {""date"": ""2020-09-01"", ""volume_ratio"": 5.91, ""price"": 457.69, ""change_pct"": 40.78}]",0.78
51,RDW,2024-01-30,2025-01-31,2.82,23.92,748.23,560950813.0,Industrials,Aerospace & Defense,2025-01-31,23.92,748.23,2.41,0.8,No,15.86,[],5.1893,251,251,,2.86,,,2024-10-16,52w_high,2024-03-21,4.95,No,0.36298,21.18,"{""M01"": 2.8676, ""M02"": 3.1842, ""M03"": 3.2357, ""M04"": 2.9184, ""M05"": 2.7205, ""M06"": 2.5571, ""M07"": 3.1855, ""M08"": 3.293, ""M09"": 3.161, ""M10"": 2.7368, ""M11"": 2.5824, ""M12"": 2.8795}",18.67,"[{""date"": ""2024-10-16"", ""type"": ""52w_high"", ""price"": 8.39}, {""date"": ""2024-10-28"", ""type"": ""52w_high"", ""price"": 9.19}, {""date"": ""2024-11-11"", ""type"": ""52w_high"", ""price"": 10.38}, {""date"": ""2024-11-15"", ""type"": ""52w_high"", ""price"": 10.39}, {""date"": ""2024-11-21"", ""type"": ""52w_high"", ""price"": 11.68}, {""date"": ""2024-11-29"", ""type"": ""52w_high"", ""price"": 13.96}, {""date"": ""2024-12-06"", ""type"": ""52w_high"", ""price"": 14.07}, {""date"": ""2024-12-24"", ""type"": ""52w_high"", ""price"": 15.07}, {""date"": ""2025-01-03"", ""type"": ""52w_high"", ""price"": 18.09}, {""date"": ""2025-01-21"", ""type"": ""52w_high"", ""price"": 22.33}]",-5.95,,0.1617,24.83,"[{""date"": ""2024-03-21"", ""volume_ratio"": 4.95, ""price"": 4.24, ""change_pct"": 8.16}, {""date"": ""2024-05-13"", ""volume_ratio"": 4.14, ""price"": 4.83, ""change_pct"": 3.43}, {""date"": ""2024-06-10"", ""volume_ratio"": 3.08, ""price"": 6.3, ""change_pct"": 20.0}, {""date"": ""2024-06-13"", ""volume_ratio"": 4.85, ""price"": 6.58, ""change_pct"": 9.3}, {""date"": ""2024-06-28"", ""volume_ratio"": 5.5, ""price"": 7.17, ""change_pct"": 4.82}, {""date"": ""2025-01-21"", ""volume_ratio"": 6.27, ""price"": 22.33, ""change_pct"": 51.39}]",0.52
34,LUNR,2022-02-18,2023-02-22,9.7,81.99,745.26,1551630042.0,Industrials,Aerospace & Defense,2023-02-22,81.99,745.26,9.615,0.55,No,25.13,"[{""date"": ""2022-12-12"", ""volume_ratio"": 17.53, ""price_breakout_type"": ""52w_high"", ""price"": 9.98}]",0.2094,64,64,297,9.7,2022-12-12,9.98,2022-11-28,52w_high,2022-04-08,6.96,No,0.75114,0.83,"{""M01"": 9.677, ""M02"": 9.6327, ""M11"": 9.6724, ""M12"": 9.68}",0.88,"[{""date"": ""2022-11-28"", ""type"": ""52w_high"", ""price"": 9.9}, {""date"": ""2022-12-06"", ""type"": ""52w_high"", ""price"": 9.98}, {""date"": ""2022-12-12"", ""type"": ""52w_high"", ""price"": 9.98}, {""date"": ""2022-12-22"", ""type"": ""52w_high"", ""price"": 10.0}, {""date"": ""2022-12-28"", ""type"": ""52w_high"", ""price"": 10.01}, {""date"": ""2023-01-05"", ""type"": ""52w_high"", ""price"": 10.03}, {""date"": ""2023-01-17"", ""type"": ""52w_high"", ""price"": 10.085}, {""date"": ""2023-01-23"", ""type"": ""52w_high"", ""price"": 10.09}, {""date"": ""2023-01-25"", ""type"": ""52w_high"", ""price"": 10.095}, {""date"": ""2023-02-02"", ""type"": ""52w_high"", ""price"": 10.16}]",-0.33,721.54,0.2394,-6.6,"[{""date"": ""2022-04-08"", ""volume_ratio"": 6.96, ""price"": 9.65, ""change_pct"": 0.1}, {""date"": ""2022-04-25"", ""volume_ratio"": 5.3, ""price"": 9.7, ""change_pct"": 0.1}, {""date"": ""2022-08-15"", ""volume_ratio"": 12.55, ""price"": 9.72, ""change_pct"": -0.21}, {""date"": ""2022-11-01"", ""volume_ratio"": 6.36, ""price"": 9.875, ""change_pct"": -0.03}, {""date"": ""2022-12-14"", ""volume_ratio"": 17.53, ""price"": 9.98, ""change_pct"": -0.2}, {""date"": ""2022-12-23"", ""volume_ratio"": 6.37, ""price"": 10.0, ""change_pct"": 0.0}, {""date"": ""2023-01-25"", ""volume_ratio"": 3.91, ""price"": 10.095, ""change_pct"": 0.45}, {""date"": ""2023-01-31"", ""volume_ratio"": 16.24, ""price"": 10.119, ""change_pct"": 0.34}, {""date"": ""2023-02-01"", ""volume_ratio"": 5.35, ""price"": 10.105, ""change_pct"": -0.14}, {""date"": ""2023-02-16"", ""volume_ratio"": 6.5, ""price"": 44.77, ""change_pct"": 251.41}]",1.0
39,MSTR,2020-02-10,2021-02-09,15.145,127.294,740.5,5010081435.0,Technology,Software - Application,2021-02-09,127.294,740.5,12.158,0.82,No,30.33,"[{""date"": ""2020-09-16"", ""volume_ratio"": 3.63, ""price_breakout_type"": ""52w_high"", ""price"": 17.49}, {""date"": ""2020-10-20"", ""volume_ratio"": 3.08, ""price_breakout_type"": ""52w_high"", ""price"": 16.907}, {""date"": ""2020-11-24"", ""volume_ratio"": 4.6, ""price_breakout_type"": ""52w_high"", ""price"": 24.723}, {""date"": ""2020-11-24"", ""volume_ratio"": 3.3, ""price_breakout_type"": ""52w_high"", ""price"": 27.027}]",1.6979,0,251,219,15.266,2020-09-16,17.49,2020-09-16,52w_high,2020-08-14,3.14,No,0.61035,5.97,"{""M01"": 14.5682, ""M02"": 14.4502, ""M03"": 14.3943, ""M04"": 14.7889, ""M05"": 13.7034, ""M06"": 13.8702, ""M07"": 12.681, ""M08"": 13.8628, ""M09"": 14.6517, ""M10"": 14.5413, ""M11"": 15.445, ""M12"": 14.7373}",25.56,"[{""date"": ""2020-09-16"", ""type"": ""52w_high"", ""price"": 17.49}, {""date"": ""2020-10-21"", ""type"": ""52w_high"", ""price"": 18.105}, {""date"": ""2020-11-06"", ""type"": ""52w_high"", ""price"": 18.562}, {""date"": ""2020-11-10"", ""type"": ""52w_high"", ""price"": 18.614}, {""date"": ""2020-11-13"", ""type"": ""52w_high"", ""price"": 19.227}, {""date"": ""2020-11-24"", ""type"": ""52w_high"", ""price"": 24.723}, {""date"": ""2020-12-28"", ""type"": ""52w_high"", ""price"": 37.0}, {""date"": ""2020-12-30"", ""type"": ""52w_high"", ""price"": 38.997}, {""date"": ""2021-01-04"", ""type"": ""52w_high"", ""price"": 42.522}, {""date"": ""2021-01-14"", ""type"": ""52w_high"", ""price"": 63.1}]",4.9,627.81,0.113900006,18.86,"[{""date"": ""2020-08-14"", ""volume_ratio"": 3.14, ""price"": 14.663, ""change_pct"": 7.03}, {""date"": ""2020-09-16"", ""volume_ratio"": 3.63, ""price"": 17.49, ""change_pct"": 12.3}, {""date"": ""2020-10-20"", ""volume_ratio"": 3.08, ""price"": 16.907, ""change_pct"": 3.0}, {""date"": ""2020-11-24"", ""volume_ratio"": 4.6, ""price"": 24.723, ""change_pct"": 11.99}, {""date"": ""2020-11-25"", ""volume_ratio"": 3.3, ""price"": 27.027, ""change_pct"": 9.32}, {""date"": ""2020-11-30"", ""volume_ratio"": 4.42, ""price"": 34.277, ""change_pct"": 26.36}]",0.67
9,BE,2020-03-18,2021-03-18,3.07,25.64,735.18,873242675.0,Industrials,Electrical Equipment & Parts,2021-02-08,42.65,1289.25,2.67,1.37,No,29.04,[],6.2263,143,252,,4.08,,,2020-10-06,52w_high,2020-06-10,3.83,No,0.92011,23.16,"{""M01"": 8.75, ""M02"": 10.5032, ""M03"": 9.8014, ""M04"": 12.6905, ""M05"": 12.7709, ""M06"": 11.2695, ""M07"": 11.7141, ""M08"": 6.4227, ""M09"": 3.979, ""M10"": 2.9796, ""M11"": 5.499, ""M12"": 6.2752}",52.81,"[{""date"": ""2020-10-06"", ""type"": ""52w_high"", ""price"": 19.53}, {""date"": ""2020-10-09"", ""type"": ""52w_high"", ""price"": 22.92}, {""date"": ""2020-11-24"", ""type"": ""52w_high"", ""price"": 25.02}, {""date"": ""2020-12-04"", ""type"": ""52w_high"", ""price"": 27.93}, {""date"": ""2020-12-08"", ""type"": ""52w_high"", ""price"": 30.59}, {""date"": ""2020-12-23"", ""type"": ""52w_high"", ""price"": 30.59}, {""date"": ""2021-01-07"", ""type"": ""52w_high"", ""price"": 33.56}, {""date"": ""2021-01-12"", ""type"": ""52w_high"", ""price"": 35.66}, {""date"": ""2021-01-19"", ""type"": ""52w_high"", ""price"": 39.93}, {""date"": ""2021-01-22"", ""type"": ""52w_high"", ""price"": 40.18}]",-25.79,,0.0934,68.62,"[{""date"": ""2020-06-10"", ""volume_ratio"": 3.83, ""price"": 10.27, ""change_pct"": 22.26}, {""date"": ""2020-06-30"", ""volume_ratio"": 4.88, ""price"": 10.88, ""change_pct"": 32.36}, {""date"": ""2020-07-15"", ""volume_ratio"": 3.41, ""price"": 17.65, ""change_pct"": 34.84}, {""date"": ""2020-09-18"", ""volume_ratio"": 4.03, ""price"": 17.23, ""change_pct"": 18.42}]",1.44
21,ENPH,2019-02-20,2020-02-20,7.23,58.74,712.45,952901131.0,Technology,Solar,2020-02-20,58.74,712.45,2.43,1.22,No,14.89,"[{""date"": ""2020-02-19"", ""volume_ratio"": 5.1, ""price_breakout_type"": ""52w_high"", ""price"": 57.22}]",4.8782,251,251,364,7.56,2020-02-19,57.22,2020-02-04,52w_high,2019-05-01,6.09,No,1.06011,12.08,"{""M01"": 6.1514, ""M02"": 5.6995, ""M03"": 4.2962, ""M04"": 4.3024, ""M05"": 5.2005, ""M06"": 6.0067, ""M07"": 6.7257, ""M08"": 5.2052, ""M09"": 4.4353, ""M10"": 4.6078, ""M11"": 5.3514, ""M12"": 5.3374}",211.11,"[{""date"": ""2020-02-04"", ""type"": ""52w_high"", ""price"": 36.9}, {""date"": ""2020-02-10"", ""type"": ""52w_high"", ""price"": 38.61}, {""date"": ""2020-02-19"", ""type"": ""52w_high"", ""price"": 57.22}]",103.51,2.66,0.24180001,23.83,"[{""date"": ""2019-05-01"", ""volume_ratio"": 6.09, ""price"": 12.98, ""change_pct"": 29.28}, {""date"": ""2019-07-31"", ""volume_ratio"": 4.96, ""price"": 28.15, ""change_pct"": 30.02}, {""date"": ""2020-02-19"", ""volume_ratio"": 5.1, ""price"": 57.22, ""change_pct"": 42.44}]",0.67
65,VKTX,2023-10-27,2024-10-29,9.24,73.35,693.83,1072816141.0,Healthcare,Biotechnology,2024-02-28,94.5,922.73,3.55,0.88,No,15.17,[],7.6279,77,207,,9.665,,,,,2023-12-04,4.22,No,0.67119,18.22,"{""M01"": 8.637, ""M02"": 10.4874, ""M03"": 11.67, ""M04"": 19.0516, ""M05"": 22.4334, ""M06"": 21.1143, ""M07"": 15.1885, ""M08"": 14.0646, ""M09"": 13.6888, ""M10"": 9.853, ""M11"": 4.169, ""M12"": 5.7352}",172.25,[],157.12,,0.21079999,43.34,"[{""date"": ""2023-12-04"", ""volume_ratio"": 4.22, ""price"": 15.08, ""change_pct"": 15.91}, {""date"": ""2023-12-05"", ""volume_ratio"": 4.2, ""price"": 17.36, ""change_pct"": 15.12}, {""date"": ""2024-02-27"", ""volume_ratio"": 8.8, ""price"": 85.05, ""change_pct"": 121.02}, {""date"": ""2024-02-28"", ""volume_ratio"": 3.74, ""price"": 94.5, ""change_pct"": 11.11}, {""date"": ""2024-06-28"", ""volume_ratio"": 3.59, ""price"": 53.01, ""change_pct"": 4.41}, {""date"": ""2024-07-25"", ""volume_ratio"": 4.63, ""price"": 64.68, ""change_pct"": 28.31}, {""date"": ""2024-10-24"", ""volume_ratio"": 5.69, ""price"": 73.22, ""change_pct"": 21.25}]",0.62
12,BYD,2020-03-18,2021-03-18,7.5037,58.3161,677.17,557751192.0,Consumer Cyclical,Resorts & Casinos,2021-03-11,62.7857,736.73,10.375,0.9,No,29.04,[],3.4208,0,6,,10.6525,,,2020-10-16,52w_high,,,No,0.78038,29.34,"{""M01"": 28.1492, ""M02"": 30.3501, ""M03"": 21.8233, ""M04"": 28.0397, ""M05"": 24.9521, ""M06"": 24.9319, ""M07"": 25.4607, ""M08"": 22.6608, ""M09"": 24.1172, ""M10"": 24.6849, ""M11"": 27.7827, ""M12"": 28.4345}",2.67,"[{""date"": ""2020-10-16"", ""type"": ""52w_high"", ""price"": 33.5272}, {""date"": ""2020-11-16"", ""type"": ""52w_high"", ""price"": 34.111}, {""date"": ""2020-11-27"", ""type"": ""52w_high"", ""price"": 37.8437}, {""date"": ""2020-12-03"", ""type"": ""52w_high"", ""price"": 38.418}, {""date"": ""2020-12-08"", ""type"": ""52w_high"", ""price"": 40.5715}, {""date"": ""2020-12-15"", ""type"": ""52w_high"", ""price"": 40.7916}, {""date"": ""2021-01-06"", ""type"": ""52w_high"", ""price"": 43.5002}, {""date"": ""2021-01-12"", ""type"": ""52w_high"", ""price"": 47.319}, {""date"": ""2021-01-14"", ""type"": ""52w_high"", ""price"": 47.453}, {""date"": ""2021-01-21"", ""type"": ""52w_high"", ""price"": 47.6731}]",-15.16,,0.056399997,68.62,[],1.22
14,CLF,2016-01-12,2017-01-11,1.1931,9.2704,676.98,680561727.0,Basic Materials,Steel,2016-12-05,9.9238,731.75,1.3352,0.62,No,15.56,[],5.8785,252,252,,1.3352,,,2016-07-18,52w_high,2016-04-28,4.65,No,0.86669,23.75,"{""M01"": 5.575, ""M02"": 6.3614, ""M03"": 5.014, ""M04"": 4.9732, ""M05"": 5.3672, ""M06"": 4.7962, ""M07"": 2.9325, ""M08"": 3.0351, ""M09"": 3.1005, ""M10"": 2.6441, ""M11"": 2.5577, ""M12"": 1.785}",0.0,"[{""date"": ""2016-07-18"", ""type"": ""52w_high"", ""price"": 7.0546}, {""date"": ""2016-07-26"", ""type"": ""52w_high"", ""price"": 7.5944}, {""date"": ""2016-07-28"", ""type"": ""52w_high"", ""price"": 7.6607}, {""date"": ""2016-08-04"", ""type"": ""52w_high"", ""price"": 7.6796}, {""date"": ""2016-11-22"", ""type"": ""52w_high"", ""price"": 8.1815}, {""date"": ""2016-12-05"", ""type"": ""52w_high"", ""price"": 9.9238}]",-77.05,,0.1487,19.45,"[{""date"": ""2016-04-28"", ""volume_ratio"": 4.65, ""price"": 5.1039, ""change_pct"": 25.06}, {""date"": ""2016-05-31"", ""volume_ratio"": 3.48, ""price"": 4.0529, ""change_pct"": 39.41}]",0.63
45,PLTR,2024-08-05,2025-08-07,24.09,182.2,656.33,55312358436.0,Technology,Software - Infrastructure,2025-08-07,182.2,656.33,13.96,1.02,No,19.32,[],4.0181,0,122,,24.74,,,2025-02-10,52w_high,2024-09-20,6.12,Yes,0.64136004,30.8,"{""M01"": 16.6048, ""M02"": 22.941, ""M03"": 24.6185, ""M04"": 22.1536, ""M05"": 21.6605, ""M06"": 23.9305, ""M07"": 27.4914, ""M08"": 16.2619, ""M09"": 15.1225, ""M10"": 16.4277, ""M11"": 19.2438, ""M12"": 17.828}",77.22,"[{""date"": ""2025-02-10"", ""type"": ""52w_high"", ""price"": 116.65}, {""date"": ""2025-02-12"", ""type"": ""52w_high"", ""price"": 117.39}, {""date"": ""2025-05-13"", ""type"": ""52w_high"", ""price"": 128.1}, {""date"": ""2025-05-30"", ""type"": ""52w_high"", ""price"": 131.78}, {""date"": ""2025-06-11"", ""type"": ""52w_high"", ""price"": 136.39}, {""date"": ""2025-06-13"", ""type"": ""52w_high"", ""price"": 137.4}, {""date"": ""2025-06-24"", ""type"": ""52w_high"", ""price"": 143.23}, {""date"": ""2025-06-26"", ""type"": ""52w_high"", ""price"": 144.25}, {""date"": ""2025-07-14"", ""type"": ""52w_high"", ""price"": 149.15}, {""date"": ""2025-07-16"", ""type"": ""52w_high"", ""price"": 150.91}]",80.1,,0.0248,23.83,"[{""date"": ""2024-09-20"", ""volume_ratio"": 6.12, ""price"": 37.2, ""change_pct"": 1.0}, {""date"": ""2024-11-05"", ""volume_ratio"": 3.89, ""price"": 51.13, ""change_pct"": 23.47}, {""date"": ""2024-12-20"", ""volume_ratio"": 3.03, ""price"": 80.55, ""change_pct"": 8.54}]",0.72
69,WKHS,2018-12-18,2019-12-18,1290.0,9720.0,653.49,14052257670.0,Consumer Cyclical,Auto Manufacturers,2019-07-31,15570.0,1106.98,1521.0,0.35,No,15.95,"[{""date"": ""2019-07-24"", ""volume_ratio"": 3.92, ""price_breakout_type"": ""52w_high"", ""price"": 15570.0}, {""date"": ""2019-07-26"", ""volume_ratio"": 3.92, ""price_breakout_type"": ""52w_high"", ""price"": 15570.0}]",4.5198,0,0,218,1521.0,2019-07-24,15570.0,2019-06-25,52w_high,2019-01-18,4.62,No,0.0068300003,18.18,"{""M01"": 8773.1429, ""M02"": 8908.4211, ""M03"": 8548.5714, ""M04"": 8135.7143, ""M05"": 8307.2727, ""M06"": 6550.0, ""M07"": 4619.2857, ""M08"": 3530.3478, ""M09"": 3358.4211, ""M10"": 2966.6087, ""M11"": 2394.8571, ""M12"": 4566.6316}",0.0,"[{""date"": ""2019-06-25"", ""type"": ""52w_high"", ""price"": 8550.0}, {""date"": ""2019-06-28"", ""type"": ""52w_high"", ""price"": 8820.0}, {""date"": ""2019-07-09"", ""type"": ""52w_high"", ""price"": 9000.0}, {""date"": ""2019-07-24"", ""type"": ""52w_high"", ""price"": 11970.0}, {""date"": ""2019-07-26"", ""type"": ""52w_high"", ""price"": 12030.0}]",-76.33,0.0,0.040799998,27.77,"[{""date"": ""2019-01-18"", ""volume_ratio"": 4.62, ""price"": 2994.0, ""change_pct"": 14.71}, {""date"": ""2019-02-13"", ""volume_ratio"": 4.79, ""price"": 2994.0, ""change_pct"": 7.2}, {""date"": ""2019-04-04"", ""volume_ratio"": 4.71, ""price"": 2013.0, ""change_pct"": 6.51}, {""date"": ""2019-05-08"", ""volume_ratio"": 17.58, ""price"": 7950.0, ""change_pct"": 214.35}, {""date"": ""2019-07-31"", ""volume_ratio"": 3.92, ""price"": 15570.0, ""change_pct"": 14.82}, {""date"": ""2019-11-07"", ""volume_ratio"": 4.98, ""price"": 9390.0, ""change_pct"": 27.24}]",0.83
66,VRT,2023-04-25,2024-04-25,12.1883,90.1224,639.42,4681633482.0,Industrials,Electrical Equipment & Parts,2024-04-25,90.1224,639.42,8.1857,0.78,No,15.07,"[{""date"": ""2023-11-30"", ""volume_ratio"": 3.8, ""price_breakout_type"": ""52w_high"", ""price"": 43.5112}]",3.9956,29,251,219,12.6866,2023-11-30,43.5112,2023-11-10,52w_high,2023-05-25,5.99,No,0.85985,9.55,"{""M01"": 14.3519, ""M02"": 15.411, ""M03"": 14.2344, ""M04"": 12.5019, ""M05"": 11.1913, ""M06"": 9.8393, ""M07"": 9.4559, ""M08"": 12.4128, ""M09"": 11.4952, ""M10"": 12.2454, ""M11"": 14.1555, ""M12"": 13.4383}",54.98,"[{""date"": ""2023-11-10"", ""type"": ""52w_high"", ""price"": 41.6875}, {""date"": ""2023-11-20"", ""type"": ""52w_high"", ""price"": 44.3982}, {""date"": ""2023-12-01"", ""type"": ""52w_high"", ""price"": 44.9862}, {""date"": ""2023-12-08"", ""type"": ""52w_high"", ""price"": 47.0054}, {""date"": ""2024-01-11"", ""type"": ""52w_high"", ""price"": 49.8772}, {""date"": ""2024-01-18"", ""type"": ""52w_high"", ""price"": 50.7447}, {""date"": ""2024-01-23"", ""type"": ""52w_high"", ""price"": 53.5168}, {""date"": ""2024-01-29"", ""type"": ""52w_high"", ""price"": 54.7433}, {""date"": ""2024-02-01"", ""type"": ""52w_high"", ""price"": 59.2902}, {""date"": ""2024-02-08"", ""type"": ""52w_high"", ""price"": 61.4939}]",10.47,107.12,0.035,26.26,"[{""date"": ""2023-05-25"", ""volume_ratio"": 5.99, ""price"": 18.4469, ""change_pct"": 13.98}, {""date"": ""2023-08-02"", ""volume_ratio"": 6.18, ""price"": 34.1732, ""change_pct"": 29.25}, {""date"": ""2023-11-30"", ""volume_ratio"": 3.8, ""price"": 43.5112, ""change_pct"": 3.24}]",0.89
