symbol,score,vol_score,price_score,market_score,fund_score,current_price,market_cap,sector,industry,max_vol_spike_30d,spike_days_2x,spike_days_3x,vol_trend_ratio,pct_from_52w_high,above_ma200,summary
LNT,70,20,25,10,15,64.41,18533920768,Utilities,Utilities - Regulated Electric,2.01,1,0,0.89,6.0,True,vol 2X spike (1d) | above MA200 | 6% from 52w high | base pattern
SSD,70,30,15,10,15,164.31,7759099392,Basic Materials,Lumber & Wood Production,2.68,1,0,1.02,16.5,False,vol 2X spike (1d) | vol trend up | 17% from 52w high | base pattern
TRMB,70,20,25,10,15,79.56,14173179904,Technology,Scientific & Technical Instruments,2.37,1,0,0.99,9.1,True,vol 2X spike (1d) | above MA200 | 9% from 52w high | base pattern
IBM,70,20,25,10,15,298.14,215948050432,Technology,Information Technology Services,2.29,1,0,0.77,7.0,True,vol 2X spike (1d) | above MA200 | 7% from 52w high | base pattern
SAIL,70,30,20,10,10,20.81,6937132032,Technology,Software - Infrastructure,2.55,2,0,1.06,21.0,True,vol 2X spike (2d) | vol trend up | above MA200 | 21% from 52w high
WTRG,70,20,25,10,15,38.1,10627728384,Utilities,Utilities - Regulated Water,2.56,1,0,0.98,8.5,True,vol 2X spike (1d) | above MA200 | 8% from 52w high | base pattern
POST,70,30,15,10,15,99.35,4625169920,Consumer Defensive,Packaged Foods,2.86,3,0,1.23,17.1,False,vol 2X spike (3d) | vol trend up | 17% from 52w high | base pattern
EXPD,70,25,20,10,15,150.12,20493664256,Industrials,Integrated Freight & Logistics,2.32,2,0,0.97,3.2,True,vol 2X spike (2d) | multiple spike events | above MA200 | 3% from 52w high
LAMR,70,20,25,10,15,125.32,16025962496,Real Estate,REIT - Specialty,2.01,1,0,0.98,4.4,True,vol 2X spike (1d) | above MA200 | 4% from 52w high | base pattern
HD,70,40,15,10,5,344.05,316188983296,Consumer Cyclical,Home Improvement Retail,3.27,2,1,1.25,18.3,False,vol 2X spike (2d) | vol 3X spike (1d) | vol trend up | multiple spike events
OTIS,70,30,15,10,15,87.61,28709636096,Industrials,Specialty Industrial Machinery,2.7,1,0,1.09,16.5,False,vol 2X spike (1d) | vol trend up | 16% from 52w high | base pattern
SNA,70,20,25,10,15,347.46,19373916160,Industrials,Tools & Accessories,2.64,1,0,0.92,1.8,True,vol 2X spike (1d) | above MA200 | 2% from 52w high | base pattern
UBER,70,35,10,10,15,82.12,153585942528,Technology,Software - Application,2.86,2,0,1.11,19.5,False,vol 2X spike (2d) | vol trend up | multiple spike events | 19% from 52w high
ASTS,70,30,20,10,10,74.68,29123674112,Technology,Communication Equipment,2.01,1,0,1.01,27.3,True,vol 2X spike (1d) | vol trend up | above MA200 | 27% from 52w high
SMG,70,30,15,10,15,57.16,3553752832,Basic Materials,Agricultural Inputs,2.12,1,0,1.03,23.7,False,vol 2X spike (1d) | vol trend up | 24% from 52w high | base pattern
TDC,70,25,20,10,15,30.89,2972619008,Technology,Software - Infrastructure,2.72,2,0,0.92,6.5,True,vol 2X spike (2d) | multiple spike events | above MA200 | 6% from 52w high
AWI,70,20,25,10,15,191.92,6903728128,Industrials,Building Products & Equipment,2.01,1,0,0.99,6.5,True,vol 2X spike (1d) | above MA200 | 7% from 52w high | base pattern
RBRK,70,40,10,10,10,77.87,12830185472,Technology,Software - Infrastructure,4.63,3,2,1.19,24.4,False,vol 2X spike (3d) | vol 3X spike (2d) | vol trend up | multiple spike events
SEIC,70,20,25,10,15,83.16,10966490112,Financial Services,Asset Management,2.32,1,0,0.95,10.9,True,vol 2X spike (1d) | above MA200 | 11% from 52w high | base pattern
ERIE,70,40,5,10,15,284.71,11289381888,Financial Services,Insurance Brokers,4.67,1,1,1.05,36.3,False,vol 2X spike (1d) | vol 3X spike (1d) | vol trend up | base pattern
NBIX,70,20,25,10,15,140.95,15308735488,Healthcare,Drug Manufacturers - Specialty & Generic,2.1,1,0,0.99,12.0,True,vol 2X spike (1d) | above MA200 | 12% from 52w high | base pattern
CTVA,70,20,25,10,15,67.22,54261362688,Basic Materials,Agricultural Inputs,2.06,1,0,0.91,12.5,True,vol 2X spike (1d) | above MA200 | 13% from 52w high | base pattern
TYL,70,40,5,10,15,458.13,13686712320,Technology,Software - Application,4.03,2,1,1.03,30.7,False,vol 2X spike (2d) | vol 3X spike (1d) | vol trend up | multiple spike events
WBD,70,40,20,10,0,28.94,67968479232,Communication Services,Entertainment,3.64,3,2,1.28,3.5,True,vol 2X spike (3d) | vol 3X spike (2d) | vol trend up | multiple spike events
CVS,70,20,25,10,15,78.51,115535216640,Healthcare,Healthcare Plans,2.05,1,0,0.96,6.2,True,vol 2X spike (1d) | above MA200 | 6% from 52w high | base pattern
DUK,70,30,15,10,15,116.69,96802463744,Utilities,Utilities - Regulated Electric,2.27,1,0,1.04,8.7,False,vol 2X spike (1d) | vol trend up | 9% from 52w high | base pattern
COP,70,30,25,10,5,93.37,138727145472,Energy,Oil & Gas E&P,2.18,1,0,1.03,9.1,True,vol 2X spike (1d) | vol trend up | above MA200 | 9% from 52w high
STE,70,20,25,10,15,254.82,20360597504,Healthcare,Medical Devices,2.76,1,0,0.93,4.9,True,vol 2X spike (1d) | above MA200 | 5% from 52w high | base pattern
CMCSA,70,30,15,10,15,27.44,90734608384,Communication Services,Telecom Services,2.98,3,0,1.07,19.7,False,vol 2X spike (3d) | vol trend up | 20% from 52w high | base pattern
EVRG,70,20,25,10,15,72.59,18851354624,Utilities,Utilities - Regulated Electric,2.12,1,0,0.92,6.9,True,vol 2X spike (1d) | above MA200 | 7% from 52w high | base pattern
EXPE,70,25,20,10,15,284.38,27602677760,Consumer Cyclical,Travel Services,2.65,2,0,0.97,2.5,True,vol 2X spike (2d) | multiple spike events | above MA200 | 3% from 52w high
WAB,70,20,25,10,15,216.43,45084966912,Industrials,Railroads,2.86,1,0,0.94,2.6,True,vol 2X spike (1d) | above MA200 | 3% from 52w high | base pattern
